Question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,category
Is learning to code useful for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1858_fearful_negative.wav,"Yes, learning to code can open many new opportunities and help build problem-solving skills that reduce uncertainty.",,technology
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1859_fearful_negative.wav,"Even though you're feeling scared, whether you should keep trying really depends on what you are trying to achieve.",,motivation
Do you think I can achieve my goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1860_fearful_negative.wav,"Yes, you absolutely have the capacity to achieve your goals.",,motivation
Is it worth resolving this conflict?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1861_fearful_negative.wav,Seeking resolution can definitely be worthwhile for finding peace and safety.,,relationships
Am I going to do well in my exam?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1862_fearful_negative.wav,"Your preparation determines your success, so focus on that.",,education
Can I make new friends easily?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1863_fearful_negative.wav,"Yes, you can make friends by joining groups and practicing small talk.",,relationships
Is it a good day to go outside?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1864_fearful_negative.wav,"If you're feeling unsure, it might be best to stay in.",,weather
What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1865_fearful_negative.wav,"I cannot check weather data, so please seek assistance from a reliable source.",,weather
Do you think I can achieve my goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1866_fearful_negative.wav,"Yes, your determination can help you overcome any challenge and succeed.",,motivation
Do you think I can get a promotion?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1867_fearful_negative.wav,"Your chances depend on your performance and company needs, which is something you can work towards.",,career
Should I apply for that job?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1868_fearful_negative.wav,"If it aligns with your goals, facing the fear could be worth it.",,career
Is today going to be a good day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1869_fearful_negative.wav,"Today holds the potential for good things, and I hope you find some peace.",,motivation
Will networking help me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1870_fearful_negative.wav,"Yes, making connections can provide valuable support and opportunities for you.",,career
Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1871_fearful_negative.wav,"Yes, creating a budget can help ease some financial worries by giving you more control.",,finance
Is today going to be a good day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1872_fearful_negative.wav,I hope today brings you peace and calmness.,,motivation
Should I study tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1873_fearful_negative.wav,"If studying helps you feel more prepared and less anxious, then yes.",,education
Should I start exercising?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1874_fearful_negative.wav,"Starting regular exercise can be beneficial, but please consult a healthcare professional first as this is not medical advice.",,health_fitness
Can I stick to a healthy diet?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1875_fearful_negative.wav,"Yes, structured planning and gradual changes can make maintaining a healthy diet achievable. This is not medical advice or a diagnosis; please see a healthcare professional or seek care.",,health_fitness
Is switching careers realistic for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1876_fearful_negative.wav,"Yes, pursuing other careers can be very realistic, especially if you plan carefully.",,career
Should I study tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1877_fearful_negative.wav,"Yes, studying now might help calm some of your anxiety about it.",,education
Can I learn a new skill this week?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1878_fearful_negative.wav,"Yes, focusing on something small each day can get you there.",,education
Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1879_fearful_negative.wav,You need to silence them to find focus.,,technology
Should I start exercising?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1880_fearful_negative.wav,Gentle exercise can significantly benefit your overall physical and mental health. This is not medical advice or a diagnosis; please see a healthcare professional or seek care.,,health_fitness
Can I stick to a healthy diet?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1881_fearful_negative.wav,"Yes, with support and planning you can succeed. This is not medical advice, so please consult a healthcare professional.",,health_fitness
Should I apply for that job?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1882_fearful_negative.wav,"If you want to take the next step, you should go for it.",,career
Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1883_fearful_negative.wav,"Cooking a simple, comforting meal can be a reassuring part of your evening.",,health_fitness
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1884_fearful_negative.wav,"Focus on what feels right for you, taking things one step at a time.",,motivation
Is learning to code useful for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1885_fearful_negative.wav,"Even though it feels scary, learning to code is incredibly valuable for developing problem-solving skills and creating new opportunities.",,technology
Can I stick to a healthy diet?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1886_fearful_negative.wav,"Yes, by making small, consistent changes, you can establish healthy eating habits. This is not medical advice or a diagnosis; see a healthcare professional for care.",,health_fitness
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1887_fearful_negative.wav,"If it's something you truly believe in, perhaps considering a new approach could help.",,motivation
Will I be productive today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1888_fearful_negative.wav,"Despite your worry, focusing on small tasks can help you make good progress today.",,productivity
Is it worth making a to-do list?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1889_fearful_negative.wav,Creating a list can help calm anxiety by breaking things down into manageable steps.,,time_management
Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1890_fearful_negative.wav,"If your current device isn't working well, updating could be helpful. Are you worried about the cost?",,finance
Is it worth setting new goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1891_fearful_negative.wav,"Yes, creating small, manageable goals can actually help reduce fear and provide a steady focus.",,motivation
Can I finish my tasks on time?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1892_fearful_negative.wav,You can definitely finish on time if we focus and take it step by step.,,productivity
Can I make new friends easily?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1893_fearful_negative.wav,"With openness and a little effort, you can absolutely form meaningful friendships.",,relationships
Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1894_fearful_negative.wav,"Yes, managing your finances can help create more stability and reduce uncertainty right now.",,finance
Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1895_fearful_negative.wav,"Yes, you can find settings to disable them to minimize distractions.",,technology
Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1896_fearful_negative.wav,"If you're feeling anxious, it's okay to stay home.",,relationships
Is time-blocking effective?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1897_fearful_negative.wav,"Yes, time-blocking can be very helpful for managing tasks and reducing stress.",,time_management
Is it a good idea to apologise?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1898_fearful_negative.wav,"Offering an apology can be positive, acknowledging the other person's feelings.",,relationships
Can I learn a new skill this week?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1899_fearful_negative.wav,"Yes, you can definitely learn something new this week.",,education
Am I going to do well in my exam?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1900_fearful_negative.wav,"Your preparation and knowledge are key, stay calm and focused.",,education
